Index,Name,Z_Classification,Subgroup_2,Subgroup_3,Subgroup_4,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,total amount
 ZB5K427-XL," VILS cotton T-shirt, navy blue XL (54)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,36,87,137,221,121,246,101,199,112,268,11,25,76,8,0,0,0,0,0,0,158,118,229,197,645,569,304,680,363,48,4976
 ZB5K233-2XL, ROSSEL Warning T-shirt yellow 2XL (56), A, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,6,6,0,1,0,2,0,34,43,133,527,408,68,62,18,11,13,9,11,102,130,841,405,326,29,20,78,9,32,18,60,181,168,317,314,401,55,14,4942
 ZB5K382-L, PASADER fleece sweatshirt dark gray L (52), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,117,157,143,30,50,103,682,82,43,2,4,5,8,1,43,32,13,199,538,301,502,252,184,331,427,204,80,102,99,108,19,4912
 ZB5K440, SELKE yellow uni harness, C, BODY PROTECTION, CLOTHING ACCESSORIES, SUSPENDERS,0,0,0,0,20,319,132,99,103,70,35,46,39,82,19,33,47,66,51,20,81,56,46,44,76,43,84,121,94,43,142,95,98,138,87,50,57,73,75,81,202,119,84,201,73,140,94,57,66,42,96,51,229,214,214,172,29,4848
 ZB5K505-44, BARTEN safety shoes S1 SRC black 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,98,6,74,16,41,73,81,30,16,50,77,41,40,112,94,82,70,98,77,75,57,39,34,83,223,142,71,67,85,109,150,115,39,57,178,147,98,195,133,99,44,82,84,77,39,81,99,173,167,223,122,124,122,35,4847
 ZB5K410-2XL, VILS graphite cotton T-shirt 2XL (56), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,111,28,0,2,0,0,0,0,0,0,0,0,0,0,0,11,34,49,77,9,140,81,84,69,147,124,173,245,125,80,67,176,64,64,165,170,18,4,16,222,7,262,109,77,136,255,331,425,378,225,69,4829
 ZB5K413-L, VILS cotton T-shirt white L (52), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,136,9,186,0,0,0,0,0,0,0,0,0,0,0,11,49,35,8,7,8,50,128,87,271,179,87,117,34,35,54,20,84,383,577,383,19,0,4,0,2,1,11,0,6,7,1623,130,40,11,15,4804
 ZB5K180, PRIM protective helmet white uni, C, HEAD PROTECTION, PROTECTIVE HELMET,PRIM PROTECTIVE HELMET,12,64,81,21,167,0,43,33,46,64,171,49,39,18,81,128,73,55,67,28,67,30,78,7,28,49,283,61,37,25,91,49,146,54,32,43,160,80,191,187,47,91,7,178,92,124,187,60,70,147,43,53,191,22,158,280,13,4700
 ZB5K232-XL, ORLA warning vest orange XL (54), B, BODY PROTECTION, WARNING CLOTHING, VEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,158,12,9,46,16,19,264,21,12,15,19,406,198,365,390,63,0,0,370,302,337,43,192,68,171,156,194,252,139,342,34,4691
 ZB5K446, ORKE black webbing belt uni 130 cm, D, BODY PROTECTION, CLOTHING ACCESSORIES, BELT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,149,84,49,75,71,68,15,18,14,55,142,29,41,124,123,95,151,154,56,40,30,118,80,142,263,335,192,308,285,164,51,70,171,171,186,98,165,83,90,47,18,4641
 ZB5K235, BREG neck warmer yellow uni, D, BODY PROTECTION, CLOTHING ACCESSORIES, CHIMNEY,0,0,0,0,0,20,27,1,25,61,32,9,16,0,4,1726,536,67,124,95,25,436,283,80,185,51,42,57,6,0,18,40,18,85,56,67,18,6,4,7,67,0,0,36,74,56,44,59,67,41,41,35,9,7,4,6,23,4792
 ZB5K463,"WEDDING Elastic belt with metal buckle, black, uni, 130 cm", N, BODY PROTECTION, CLOTHING ACCESSORIES, BELT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,369,165,122,262,97,321,494,691,221,862,605,129,4569
 ZB5K475, ISEN knitted hat yellow uni, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,159,347,119,36,27,8,13,0,1,23,12,26,28,174,76,227,75,76,13,1,0,0,0,85,113,628,165,50,25,8,23,1,0,0,0,48,391,729,316,230,94,30,130,15,6,0,1,30,6,4569
 ZB5K516-45, ZORGE safety shoes S3 SRC black 45, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,23,46,57,8,53,9,39,25,47,43,56,8,150,158,94,32,49,102,112,230,42,35,12,55,113,239,336,80,129,71,50,46,81,112,96,54,200,436,129,173,51,126,106,81,143,41,48,59,20,4505
 ZB5K563-43, WETTER insulated protective boots S3 SRC black 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,126,80,176,126,109,1,1,2,0,1,66,95,235,463,70,5,5,0,0,0,0,1,70,765,1177,129,387,44,96,42,18,1,14,83,144,29,4585
 ZB5K447," WHITE nail pocket, black, uni 1 pc/pack.", B, BODY PROTECTION, CLOTHING ACCESSORIES, POCKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,75,91,80,16,61,99,197,92,49,47,69,204,53,176,108,149,192,49,236,552,146,80,153,130,254,147,14,19,6,686,34,4389
 ZB5K384-M, PASADER fleece sweatshirt black M (50), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,44,19,14,68,88,119,474,7,2,5,5,0,1,146,22,8,166,112,241,453,635,432,388,153,195,75,69,261,43,50,26,4361
 ZB5K561-43, MURITZ insulated protective boots S3 SRC black 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,84,187,6,0,0,0,0,0,0,0,0,6,29,129,125,146,81,56,7,1,0,11,23,70,147,225,401,90,190,70,14,6,0,30,8,21,428,463,770,376,74,33,2,4,2,1,1,0,11,4329
 ZB5K244-L, OKER insulated warning jacket yellow L (52), A, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,80,109,80,95,44,19,19,2,6,0,5,14,26,145,129,165,112,85,33,1,4,7,76,39,46,679,287,290,12,14,34,46,9,15,26,59,328,304,527,248,139,92,19,5,7,2,1,30,21,4531
 ZB5K802-L, LEMBERG protective trousers dark gray L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,192,267,119,254,233,439,197,28,19,4,0,2,2,29,391,41,183,309,142,173,180,143,214,121,295,83,44,76,11,4297
 ZB5K425-M," VILS Cotton T-shirt, gray melange M (50)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,54,766,66,87,199,92,133,69,6,6,6,1,1,1,12,1,9,0,0,0,0,0,43,129,126,976,379,364,480,138,112,32,4297
 ZB5K382-XL, PASADER fleece sweatshirt dark gray XL (54), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,115,102,105,36,14,95,380,219,128,138,101,27,18,2,40,8,13,157,372,242,534,221,103,283,357,153,61,57,67,88,7,4300
 ZB5K438-L, BREND sweatshirt black L (52), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,14,92,87,76,49,66,62,151,129,108,55,9,53,154,342,161,54,153,13,11,209,122,104,51,77,160,443,218,83,118,105,187,185,108,64,32,46,29,4274
 ZB5K516-41, ZORGE safety shoes S3 SRC black 41, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,19,55,129,0,0,1,75,15,51,28,35,20,173,156,119,26,36,44,151,363,36,35,60,34,165,138,177,43,108,61,87,2,13,157,176,40,129,261,195,133,84,119,154,90,116,39,46,63,19,4275
 ZB5K462," SOGEL universal belt with plastic buckle, black, uni, 130 cm", N, BODY PROTECTION, CLOTHING ACCESSORIES, BELT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,400,191,112,282,128,402,328,755,181,743,466,82,4214
 ZB5K383-XL, PASADER navy blue XL fleece sweatshirt (54), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,116,47,80,75,16,125,274,201,63,75,165,20,18,30,44,1,29,140,418,311,489,316,132,143,204,139,255,28,50,137,36,4206
 ZB5K279-1-M, EDGAR II protective pants graphite M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,125,207,323,204,11,1,15,0,0,157,329,184,362,161,183,229,9,339,26,15,97,118,177,200,171,297,133,51,37,8,5,2,4198
 ZB5K503-43, BILAU safety shoes S1 SRC black/blue 43, A, LEG PROTECTION, SAFE SHOES, SHOES,4,39,183,172,36,13,1,43,288,41,50,6,84,55,92,63,129,122,123,67,62,111,56,22,42,20,83,110,94,98,75,63,55,51,35,61,69,62,81,101,156,110,85,62,50,47,41,14,28,73,82,70,136,92,57,51,6,4122
 ZB5K244-XL, OKER insulated warning jacket yellow XL (54), A, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,99,125,128,91,51,22,20,2,1,5,1,14,36,142,165,187,177,119,20,1,1,5,87,25,43,641,193,216,1,0,12,13,0,12,0,6,343,296,470,218,116,69,29,1,7,44,12,41,21,4329
 ZB5K243-M, WIED graphite insulated vest M (50), A, BODY PROTECTION, CLOTHES, VEST,0,0,0,0,0,0,0,0,0,90,33,0,0,1,0,1,1,0,0,0,33,68,67,76,42,281,135,20,9,9,71,88,195,220,304,101,9,7,7,7,0,0,209,49,316,287,541,356,135,80,168,20,16,8,2,46,6,4114
 ZB5K439-3XL, MURG sweatpants black 3XL (58), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,13,64,90,0,177,113,30,112,78,167,29,19,60,131,139,119,108,102,378,108,73,90,101,87,14,137,207,342,96,161,106,230,99,77,33,57,63,14,4079
 ZB5K383-M," PASADER fleece sweatshirt, navy blue M (50)", A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,109,46,48,69,39,132,132,35,12,42,77,1,8,22,43,4,83,135,503,421,496,333,130,179,197,170,318,15,59,77,101,4070
 ZB5K437-L, MURG sweatpants gray melange L (52), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,137,25,53,62,123,47,16,78,89,94,164,83,185,190,112,457,164,116,77,8,115,392,152,47,126,104,94,111,66,34,74,59,1,3857
 ZB5K751-9, RODER latex-coated protective gloves red/black (12 pairs/pack) 9, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1409,894,591,384,350,59,3836
 ZB5K563-44, WETTER insulated protective boots S3 SRC black 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,109,89,126,104,88,1,2,0,1,1,60,118,174,482,90,1,1,1,4,0,0,1,82,751,1027,28,495,29,41,16,14,0,8,297,111,25,4403
 ZB5K563-42, WETTER insulated protective boots S3 SRC black 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,90,83,140,96,110,1,1,1,0,1,67,103,208,400,96,2,2,1,0,1,0,0,66,771,935,43,495,57,59,22,19,1,12,268,117,32,4321
 ZB5K562-43, RANDOW safety shoes S3 SRC dark green 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,130,57,70,76,98,75,30,43,19,25,123,174,255,212,215,139,35,13,0,1,2,12,80,252,250,394,122,110,89,113,153,67,76,106,121,20,3767
 ZB5K802-XL, LEMBERG protective trousers dark gray XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,161,219,96,228,218,453,359,16,32,74,2,16,6,32,233,53,109,245,123,105,145,124,187,88,232,33,32,34,11,3744
 ZB5K356-L, NEKAR protective pants black L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,20,137,113,44,55,51,47,11,46,76,42,20,69,108,61,78,64,55,76,64,66,34,11,54,92,206,159,105,104,139,112,106,66,47,27,28,85,288,186,67,53,83,158,63,62,9,32,53,7,3739
 ZB5K438-XL, BREND sweatshirt black XL (54), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,9,85,81,55,42,67,77,116,124,88,36,9,41,119,328,132,44,104,109,171,92,71,76,37,49,146,491,96,71,73,82,184,121,108,18,42,40,15,3731
 ZB5K561-42,MURITZ insulated protective boots S3 SRC black 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,73,149,0,1,0,0,0,0,1,0,0,2,21,105,104,132,57,34,6,1,1,1,22,62,109,201,294,89,157,41,39,1,4,32,1,20,398,420,697,356,43,29,2,1,4,1,2,2,6,3722
 ZB5K425-2XL, VILS cotton T-shirt gray melange 2XL (56), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,99,132,30,84,158,62,110,33,187,35,34,36,16,16,60,173,106,33,1,1,47,15,121,98,88,303,467,274,199,378,249,25,3680
 ZB5K279-1-XL, EDGAR II protective pants graphite XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,166,145,305,186,70,76,76,167,128,116,21,30,34,6,27,28,295,115,103,183,97,92,142,165,252,219,109,53,81,92,25,3670
 ZB5K754-11, GLAN nitrile-coated protective gloves white/gray 11, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,1516,833,128,748,59,3670
 ZB5K390-ML, OSTE thermal T-shirt blue ML, B, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,57,144,80,102,43,5,6,2,6,2,2,4,9,70,81,171,36,44,18,5,12,14,0,37,102,220,424,284,11,2,2,0,0,0,0,77,249,591,293,124,64,56,22,28,21,2,5,62,54,3643
 ZB5K241-L, REN insulated jacket graphite L (52), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,105,96,91,29,12,23,21,1,4,5,2,7,47,73,168,92,81,41,4,5,1,1,121,60,95,214,370,379,87,8,0,0,0,0,0,8,298,195,340,303,78,26,2,2,4,121,13,32,35,3700
 ZB5K411-L, VILS cotton T-shirt green L (52), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,81,4,36,6,1,11,15,27,8,15,69,0,0,0,66,4,4,7,5,78,81,143,110,29,74,19,83,51,68,25,356,259,41,380,171,63,136,27,236,42,5,30,42,53,66,370,90,88,19,30,3620
 ZB5K391-ML, SIEG thermal long johns blue ML, B, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,60,112,50,81,27,9,1,1,13,5,4,1,21,67,104,168,59,40,13,4,11,5,0,41,87,172,539,318,11,0,2,0,0,0,0,156,250,450,260,135,69,43,15,14,15,1,0,91,75,3599
 ZB5K178, LAUTER green uni hearing protectors, C, HEARING PROTECTION, HEARING PROTECTORS, LAUTER HEARING PROTECTORS,0,23,6,4,1,6,7,4,0,14,6,62,25,13,6,4,64,20,54,15,33,80,12,84,18,47,94,28,27,527,39,49,179,75,9,496,19,83,6,59,64,63,43,201,23,56,170,15,30,143,124,66,33,121,77,55,1,3579
 ZB5K382-M, PASADER fleece sweatshirt dark gray M (50), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,80,121,23,48,47,417,6,5,1,2,2,5,1,42,29,35,166,515,154,314,214,137,200,419,211,67,40,48,63,13,3549
 ZB5K503-42, BILAU safety shoes S1 SRC black/blue 42, A, LEG PROTECTION, SAFE SHOES, SHOES,4,35,157,137,25,14,0,50,268,27,32,8,78,48,95,64,112,70,74,63,63,87,56,19,44,13,64,78,82,109,53,75,34,42,19,13,46,53,66,81,105,91,126,59,80,43,41,8,23,66,71,56,140,85,37,37,6,3532
 ZB5K506-41, ZORGE safety shoes S3 SRC black 41, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,8,13,36,6,0,76,49,18,46,37,44,20,68,101,94,37,11,35,200,213,55,75,33,144,211,212,81,23,13,9,97,121,92,117,66,84,113,78,99,29,157,59,61,91,80,98,40,50,8,3508
ZB5K412-M, VILS cotton T-shirt blue M (50), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,62,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,34,90,49,241,240,69,115,81,61,25,37,19,103,40,304,12,5,15,4,0,6,0,26,99,51,689,215,129,184,225,132,41,3441
 ZB5K801-L, LEMBERG protective overalls dark gray L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,173,180,108,164,275,378,144,30,159,85,83,1,1,22,282,63,143,219,128,97,66,87,131,50,151,57,21,61,4,3440
 ZB5K757-10," JAGST protective gloves coated with polyurethane, black (12 pairs/pack) 10", N, HAND PROTECTION, GLOVES, COATED POLYURETHANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,906,512,674,412,772,50,3409
 ZB5K505-45, BARTEN safety shoes S1 SRC black 45, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,85,4,75,20,27,36,63,22,13,26,51,27,29,102,57,56,36,62,59,29,40,42,26,68,147,83,59,36,78,75,91,74,16,30,123,104,80,116,69,56,33,60,47,56,33,57,67,150,174,152,99,77,78,16,3393
 ZB5K390-XL-2XL, OSTE thermal T-shirt blue XL-2XL, B, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,50,131,96,106,33,1,7,2,2,1,4,26,8,50,66,128,34,32,6,9,9,5,4,40,113,142,413,404,15,13,25,0,0,0,0,82,301,441,119,124,53,49,43,14,25,0,4,87,80,3394
 ZB5K241-XL, REN insulated jacket graphite XL (54), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,116,89,87,43,15,21,8,1,2,4,2,6,41,91,129,97,89,51,6,2,2,1,99,51,96,242,356,417,78,7,0,0,0,0,0,19,275,146,290,215,61,26,4,5,4,83,16,43,32,3469
 ZB5K561-44, MURITZ insulated protective boots S3 SRC black 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,75,136,5,0,0,0,0,0,1,0,1,2,26,113,95,108,73,32,7,1,2,0,16,60,81,191,378,241,135,11,9,1,5,32,15,18,336,311,530,247,48,28,1,1,0,2,1,0,8,3381
 ZB5K503-44, BILAU safety shoes S1 SRC black/blue 44, A, LEG PROTECTION, SAFE SHOES, SHOES,1,39,198,149,46,12,2,44,216,22,32,5,60,40,78,40,90,83,80,62,59,83,50,14,25,14,57,83,111,64,95,53,51,21,11,35,29,36,47,67,115,83,111,69,66,54,50,14,26,70,66,66,96,88,42,33,15,3365
 ZB5K181, PRIM protective helmet blue uni, C, HEAD PROTECTION, PROTECTIVE HELMET,PRIM PROTECTIVE HELMET,0,62,60,42,289,36,29,19,57,60,68,56,60,51,68,0,26,32,40,97,59,34,30,15,22,22,43,36,28,16,53,15,26,216,119,39,46,61,80,128,69,35,5,126,104,200,14,11,111,60,74,56,131,0,49,46,4,3333
 ZB5K506-45, ZORGE safety shoes S3 SRC black 45, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,9,28,12,8,9,47,50,22,36,98,63,15,50,119,81,40,7,22,37,161,69,69,55,129,209,459,74,29,20,7,67,77,102,98,48,44,68,211,23,23,81,56,83,64,75,63,44,42,5,3312
 ZB5K801-XL, LEMBERG protective overalls dark gray XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,118,163,105,166,225,373,140,40,142,98,95,51,14,14,312,33,96,166,113,75,81,106,157,67,143,91,18,46,1,3310
 ZB5K562-42, RANDOW safety shoes S3 SRC dark green 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,119,53,62,60,61,53,32,30,20,13,92,135,218,176,186,108,59,42,28,27,43,71,20,173,193,353,90,104,69,92,149,53,75,41,126,51,3288
 ZB5K427-M," VILS cotton T-shirt, navy blue M (50)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,44,42,76,122,118,173,183,125,25,2,6,14,26,0,4,2,0,0,0,0,76,239,62,173,425,290,256,420,250,98,3260
 ZB5K755-10, GLAN nitrile-coated protective gloves white/gray (12 pairs/pack) 10, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,762,1625,377,321,80,35,3246
 ZB5K391-XL-2XL,SIEG thermal long johns blue XL-2XL, B, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,44,123,54,87,20,4,9,2,9,4,2,23,20,57,68,131,55,34,5,4,7,4,2,29,92,154,447,404,22,13,25,0,2,0,0,108,304,431,78,124,70,33,12,1,19,0,0,42,61,3239
 ZB5K802-M, LEMBERG protective trousers dark gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,129,193,117,232,180,102,1,9,8,0,1,20,174,82,294,60,122,247,125,131,73,106,158,83,322,64,23,40,2,3185
 ZB5K562-44, RANDOW safety shoes S3 SRC dark green 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,126,61,54,64,77,71,39,29,20,9,97,163,209,173,157,143,43,46,33,27,32,16,42,171,212,259,102,66,80,95,131,61,68,101,82,16,3180
 ZB5K426-XL, VILS cotton T-shirt dark green XL (54), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,5,40,104,22,76,94,83,135,28,197,40,25,18,138,101,188,635,482,62,4,2,23,0,2,4,2,13,37,136,168,168,109,1,3159
 ZB5K411-XL, VILS cotton T-shirt green XL (54), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,82,6,55,4,2,0,22,29,6,19,81,0,0,0,108,2,1,4,0,61,75,74,66,44,90,13,90,16,14,20,202,125,46,230,158,160,178,8,216,7,0,30,43,44,329,164,77,90,9,9,3111
 ZB5K426-L, VILS cotton T-shirt dark green L (52), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,41,94,60,91,76,74,138,29,193,46,32,14,136,167,201,617,429,44,6,1,35,1,0,0,1,6,35,112,121,133,124,6,3082
 ZB5K410-S," VILS cotton T-shirt, graphite S (48)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,47,29,7,73,4,0,2,5,0,2,0,2,2,0,0,6,7,5,51,9,80,23,46,49,200,144,122,252,197,200,30,6,168,5,2,1,0,0,1,8,0,124,85,89,70,119,73,271,205,142,23,2987
 ZB5K437-XL, MURG sweatpants gray melange XL (54), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,135,23,62,48,95,41,11,78,94,98,61,67,109,193,84,150,151,119,90,16,78,285,115,51,105,71,53,125,66,27,43,30,2,2982
 ZB5K413-M, VILS cotton T-shirt white M (50), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,21,2,81,4,2,13,0,0,0,0,0,0,0,0,5,46,28,4,6,5,37,103,123,158,92,66,94,18,8,55,13,50,207,293,179,0,0,5,0,0,0,2,1,9,1,1033,104,11,75,8,2960
 ZB5K412-2XL, VILS cotton T-shirt blue 2XL (56), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,39,46,23,209,111,39,108,85,56,6,4,22,97,23,250,69,55,32,49,14,136,20,2,29,27,314,81,167,160,405,85,20,2930
 ZB5K232-2XL, ORLA warning vest orange 2XL (56), B, BODY PROTECTION, WARNING CLOTHING, VEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,34,18,15,39,23,16,283,135,178,140,30,29,0,7,15,35,179,157,98,91,198,7,27,6,135,25,326,332,12,268,0,2926
